BreedName,Status,Pet
German Shephard Dog,Active,Dog
persian long hair,Active,Cat
English Setter,Active,Dog
Dalamation,Active,Dog
Cockapoo,Active,Dog
Boxer,Active,Dog
Bearded Collie,Active,Dog
Basset Hound,Active,Dog
Persian,Active,Cat
Elf Cat,Active,Cat
Siberian,Active,Cat
Burmese,Active,Cat
American Bobtail,Active,Cat
